tab 	sites
age	age_unit	bed_dip	bed_dip_direction	citations	dir_alpha95	dir_dec	dir_inc	dir_k	dir_n_samples	dir_n_total_samples	dir_tilt_correction	formation	geologic_classes	geologic_types	lat	lithologies	location	lon	method_codes	result_quality	result_type	site	vgp_dm	vgp_dp	vgp_lat	vgp_lon
2054	Ma	10.0	272.0	10.1111/j.1365-246X.2009.04346.x	4.3	190.1	-52.0	193030.0	7.0	6	0	Bushveld Complex	Igneous:Intrusive	Layered Intrusion	-24.45761	Norite	Critical Zone	30.05858	DE-BFL:DE-K:LP-DIR-AF:LP-DIR-T	g	i	CZ-H1	5.882802737464605	4.024112563711751	-32.116974714258745	220.1021681186875
2054	Ma	1.9	300.0	10.1111/j.1365-246X.2009.04346.x	11.0	212.5	-63.0	571.91	13.0	11	0	Bushveld Complex	Igneous:Intrusive	Layered Intrusion	-25.108833333333333	Gabbro	Upper Zone	29.885166666666667	DE-BFL:DE-K:LP-DIR-AF:LP-DIR-T	g	i	UZ-5	17.293790575800287	13.59432693089266	-14.351832979263236	233.2041441057779
2054	Ma	1.2	262.0	10.1111/j.1365-246X.2009.04346.x	9.0	30.0	63.8	1897.72	10.0	9	0	Bushveld Complex	Igneous:Intrusive	Layered Intrusion	-25.371	Gabbronorite	Upper Zone	29.854666666666667	DE-BFL:DE-K:LP-DIR-AF:LP-DIR-T	g	i	UZ-9	14.298408659104838	11.358027232375793	14.091470603920698	51.05277711403775
2054	Ma	3.8	75.0	10.1111/j.1365-246X.2009.04346.x	8.0	161.6	-46.1	216.81	13.0	13	0	Bushveld Complex	Igneous:Intrusive	Layered Intrusion	-25.3475	Pyroxenite	Upper Zone	27.207166666666666	DE-BFL:DE-K:LP-DIR-AF:LP-DIR-T	g	i	UZ-39	10.237878265524586	6.550884461231286	-34.30243205046176	187.38689985075519
2054	Ma	3.2	72.0	10.1111/j.1365-246X.2009.04346.x	8.0	166.1	-50.3	304.18	12.0	13	0	Bushveld Complex	Igneous:Intrusive	Layered Intrusion	-25.375833333333333	Pyroxenite	Upper Zone	27.207166666666666	DE-BFL:DE-K:LP-DIR-AF:LP-DIR-T	g	i	UZ-40	10.728659602305468	7.194008553883837	-32.02073525224772	193.16021834420303
2054	Ma	4.2	246.0	10.1111/j.1365-246X.2009.04346.x	8.0	14.4	65.8	175.44	10.0	13	0	Bushveld Complex	Igneous:Intrusive	Layered Intrusion	-25.3815	Gabbronorite	Upper Zone	29.8385	DE-BFL:DE-K:LP-DIR-AF:LP-DIR-T	g	i	UZ-57	13.046081432127117	10.637515045855743	15.437825040038257	39.769869859141245
2054	Ma	17.7	245.0	10.1111/j.1365-246X.2009.04346.x	6.0	192.9	-57.9	15.22	10.0	9	0	Bushveld Complex	Igneous:Intrusive	Layered Intrusion	-25.192333333333334	Gabbronorite	Upper Zone	29.896333333333335	DE-BFL:DE-K:LP-DIR-AF:LP-DIR-T	g	i	UZ-60	8.829371085932799	6.496482814425506	-25.114985150439665	221.01296546099223
2054	Ma	3.0	224.0	10.1111/j.1365-246X.2009.04346.x	9.0	177.1	-65.1	287.94	8.0	9	0	Bushveld Complex	Igneous:Intrusive	Layered Intrusion	-24.415333333333333	Gabbronorite	Upper Zone	29.789166666666667	DE-BFL:DE-K:LP-DIR-AF:LP-DIR-T	g	i	UZ-64	14.543521029800747	11.75077799690315	-18.409427661582686	207.7101007220109
2054	Ma	6.4	238.0	10.1111/j.1365-246X.2009.04346.x	8.0	168.3	-60.6	215.52	10.0	9	0	Bushveld Complex	Igneous:Intrusive	Layered Intrusion	-25.167666666666666	Gabbro	Upper Zone	29.834666666666667	DE-BFL:DE-K:LP-DIR-AF:LP-DIR-T	g	i	UZ-70	12.189403398805172	9.286347201175191	-22.373579447458756	200.3938811357665
2054	Ma	15.0	292.0	10.1111/j.1365-246X.2009.04346.x	5.3	44.4	46.7	94.89	9.0	9	0	Bushveld Complex	Igneous:Intrusive	Layered Intrusion	-24.227333333333334	Intrusives	Main Zone Northern Lobe	29.0345	DE-BFL:DE-K:LP-DIR-AF:LP-DIR-T	g	i	MZN-1	6.8265868197063675	4.396442227074404	22.532876570445282	71.03486055304288
2054	Ma	27.0	236.0	10.1111/j.1365-246X.2009.04346.x	7.2	32.4	40.5	71.12	7.0	9	0	Bushveld Complex	Igneous:Intrusive	Layered Intrusion	-24.159166666666668	Intrusives	Main Zone Northern Lobe	28.967833333333335	DE-BFL:DE-K:LP-DIR-AF:LP-DIR-T	g	i	MZN-2	8.707860885257329	5.265752860902402	33.21244610678529	65.05316372524072
2054	Ma	25.0	246.0	10.1111/j.1365-246X.2009.04346.x	8.4	29.5	41.6	120.17	4.0	9	0	Bushveld Complex	Igneous:Intrusive	Layered Intrusion	-24.150166666666667	Intrusives	Main Zone Northern Lobe	28.963	DE-BFL:DE-K:LP-DIR-AF:LP-DIR-T	g	i	MZN-3	10.266820032434907	6.274261522524208	34.04688990267924	61.8635323256995
2054	Ma	25.0	246.0	10.1111/j.1365-246X.2009.04346.x	17.4	26.4	47.8	51.32	3.0	9	0	Bushveld Complex	Igneous:Intrusive	Layered Intrusion	-24.1535	Intrusives	Main Zone Northern Lobe	28.9645	DE-BFL:DE-K:LP-DIR-AF:LP-DIR-T	g	i	MZN-4	22.68352527534565	14.785698819461064	31.205671376794587	56.04408847048881
2054	Ma	15.0	225.0	10.1111/j.1365-246X.2009.04346.x	6.9	11.8	52.8	56.98	9.0	8	0	Bushveld Complex	Igneous:Intrusive	Layered Intrusion	-23.9645	Intrusives	Main Zone Northern Lobe	28.977333333333334	DE-BFL:DE-K:LP-DIR-AF:LP-DIR-T	g	i	MZN-5	9.530577041866332	6.582021648619537	31.570638706937608	40.540048563739624
2054	Ma	20.0	250.0	10.1111/j.1365-246X.2009.04346.x	3.8	24.4	46.9	180.27	9.0	19	0	Bushveld Complex	Igneous:Intrusive	Layered Intrusion	-24.140333333333334	Intrusives	Main Zone Northern Lobe	28.9755	DE-BFL:DE-K:LP-DIR-AF:LP-DIR-T	g	i	MZN-6	4.905176883386013	3.16588950754007	32.70005543659453	54.63222804847635
2054	Ma	22.0	236.0	10.1111/j.1365-246X.2009.04346.x	3.3	31.5	46.6	420.14	6.0	9	0	Bushveld Complex	Igneous:Intrusive	Layered Intrusion	-24.034833333333335	Intrusives	Main Zone Northern Lobe	28.9015	DE-BFL:DE-K:LP-DIR-AF:LP-DIR-T	g	i	MZN-7	4.245916093488964	2.731485374689179	29.870043922041024	61.08741150943253
2054	Ma	25.0	249.0	10.1111/j.1365-246X.2009.04346.x	12.1	33.4	43.8	58.23	4.0	9	0	Bushveld Complex	Igneous:Intrusive	Layered Intrusion	-24.005166666666668	Intrusives	Main Zone Northern Lobe	28.872166666666665	DE-BFL:DE-K:LP-DIR-AF:LP-DIR-T	g	i	MZN-8	15.116695537007615	9.442747271015955	30.783001603224495	64.16619411584247
2054	Ma			10.1111/j.1365-246X.2009.04346.x						10	0	Bushveld Complex	Igneous:Intrusive	Layered Intrusion	-24.018166666666666	Intrusives	Main Zone Northern Lobe	28.8625	DE-BFL:DE-K:LP-DIR-AF:LP-DIR-T	b	i	MZN-9				
2054	Ma	22.0	236.0	10.1111/j.1365-246X.2009.04346.x	5.1	25.2	61.2	101.88	9.0	9	0	Bushveld Complex	Igneous:Intrusive	Layered Intrusion	-24.034166666666668	Intrusives	Main Zone Northern Lobe	28.902333333333335	DE-BFL:DE-K:LP-DIR-AF:LP-DIR-T	g	i	MZN-10	7.831662902637532	6.013229786328328	19.71337205792418	48.45040933905123
2054	Ma	22.0	236.0	10.1111/j.1365-246X.2009.04346.x	3.9	32.8	57.6	176.18	9.0	9	0	Bushveld Complex	Igneous:Intrusive	Layered Intrusion	-24.04083333333333	Intrusives	Main Zone Northern Lobe	28.902333333333335	DE-BFL:DE-K:LP-DIR-AF:LP-DIR-T	g	i	MZN-11	5.717192168630365	4.19054952474979	20.540275905542874	55.9284231242913
2054	Ma	22.0	236.0	10.1111/j.1365-246X.2009.04346.x	9.5	20.1	43.1	66.32	5.0	8	0	Bushveld Complex	Igneous:Intrusive	Layered Intrusion	-24.045833333333334	Intrusives	Main Zone Northern Lobe	28.902333333333335	DE-BFL:DE-K:LP-DIR-AF:LP-DIR-T	g	i	MZN-12	11.784635036746824	7.309348576280041	37.16367038372376	51.89402101112568
2054	Ma	23.0	260.0	10.1111/j.1365-246X.2009.04346.x	4.1	20.7	54.4	155.63	9.0	9	0	Bushveld Complex	Igneous:Intrusive	Layered Intrusion	-24.065833333333334	Intrusives	Main Zone Northern Lobe	28.968166666666665	DE-BFL:DE-K:LP-DIR-AF:LP-DIR-T	g	i	MZN-13	5.7743594383640025	4.0662471857833475	27.82497582844585	48.09644152897447
2054	Ma	25.0	231.0	10.1111/j.1365-246X.2009.04346.x	4.0	28.1	47.9	274.81	6.0	9	0	Bushveld Complex	Igneous:Intrusive	Layered Intrusion	-24.0625	Intrusives	Main Zone Northern Lobe	28.968166666666665	DE-BFL:DE-K:LP-DIR-AF:LP-DIR-T	g	i	MZN-14	5.220384757034617	3.4065521264349226	30.48747553706115	57.538930458519374
2054	Ma	25.0	231.0	10.1111/j.1365-246X.2009.04346.x	4.8	201.3	-47.8	134.4	8.0	9	0	Bushveld Complex	Igneous:Intrusive	Layered Intrusion	-24.064166666666665	Intrusives	Main Zone Northern Lobe	28.969666666666665	DE-BFL:DE-K:LP-DIR-AF:LP-DIR-T	g	i	MZN-15	6.2575242138884555	4.078813467437534	-33.23450000906136	231.32186909219521
2054	Ma			10.1111/j.1365-246X.2009.04346.x						9	0	Bushveld Complex	Igneous:Intrusive	Layered Intrusion	-23.497166666666665	Intrusives	Main Zone Northern Lobe	28.1705	DE-BFL:DE-K:LP-DIR-AF:LP-DIR-T	b	i	MZN-16				
2054	Ma			10.1111/j.1365-246X.2009.04346.x						7	0	Bushveld Complex	Igneous:Intrusive	Layered Intrusion	-23.4545	Intrusives	Main Zone Northern Lobe	28.165333333333333	DE-BFL:DE-K:LP-DIR-AF:LP-DIR-T	b	i	MZN-17				
2054	Ma			10.1111/j.1365-246X.2009.04346.x						10	0	Bushveld Complex	Igneous:Intrusive	Layered Intrusion	-23.433333333333334	Intrusives	Main Zone Northern Lobe	28.2	DE-BFL:DE-K:LP-DIR-AF:LP-DIR-T	b	i	MZN-18				
2054	Ma			10.1111/j.1365-246X.2009.04346.x						6	0	Bushveld Complex	Igneous:Intrusive	Layered Intrusion	-23.516666666666666	Intrusives	Main Zone Northern Lobe	28.1175	DE-BFL:DE-K:LP-DIR-AF:LP-DIR-T	b	i	MZN-19				
2054	Ma	20.0	259.0	10.1111/j.1365-246X.2009.04346.x	2.9	54.8	65.1	306.99	9.0	10	0	Bushveld Complex	Igneous:Intrusive	Layered Intrusion	-23.947166666666668	Intrusives	Main Zone Northern Lobe	28.842	DE-BFL:DE-K:LP-DIR-AF:LP-DIR-T	g	i	MZN-20	4.68624566515802	3.7863617990021248	3.4950353745714753	62.69044557309305
2054	Ma	26.0	299.0	10.1111/j.1365-246X.2009.04346.x	2.9	58.1	65.5	312.93	9.0	11	0	Bushveld Complex	Igneous:Intrusive	Layered Intrusion	-23.945333333333334	Intrusives	Main Zone Northern Lobe	28.844	DE-BFL:DE-K:LP-DIR-AF:LP-DIR-T	g	i	MZN-21	4.710761055065836	3.826080985849136	1.4537886177191053	63.73905731701459
2054	Ma	24.0	259.0	10.1111/j.1365-246X.2009.04346.x	3.3	41.6	63.7	243.67	9.0	9	0	Bushveld Complex	Igneous:Intrusive	Layered Intrusion	-23.934833333333334	Intrusives	Main Zone Northern Lobe	28.840333333333334	DE-BFL:DE-K:LP-DIR-AF:LP-DIR-T	g	i	MZN-22	5.235892246386095	4.153722366025156	11.067126313950288	57.23739255745129
2054	Ma	16.0	270.0	10.1111/j.1365-246X.2009.04346.x	2.9	61.9	65.4	373.32	8.0	8	0	Bushveld Complex	Igneous:Intrusive	Layered Intrusion	-23.919	Intrusives	Main Zone Northern Lobe	28.820833333333333	DE-BFL:DE-K:LP-DIR-AF:LP-DIR-T	g	i	MZN-23	4.7046238038034	3.8161181267782016	-0.4729494973511966	65.38646730746004
2054	Ma	21.0	277.0	10.1111/j.1365-246X.2009.04346.x	13.0	46.4	68.1	90.6	3.0	7	0	Bushveld Complex	Igneous:Intrusive	Layered Intrusion	-23.880166666666668	Intrusives	Main Zone Northern Lobe	28.8225	DE-BFL:DE-K:LP-DIR-AF:LP-DIR-T	g	i	MZN-24	21.83902846240996	18.343967853152012	4.566674709369206	55.90063274254872
2054	Ma	30.0	258.0	10.1111/j.1365-246X.2009.04346.x	12.5	32.4	53.2	29.6	6.0	6	0	Bushveld Complex	Igneous:Intrusive	Layered Intrusion	-23.9885	Intrusives	Main Zone Northern Lobe	28.89816666666667	DE-BFL:DE-K:LP-DIR-AF:LP-DIR-T	g	i	MZN-25	17.349034681995946	12.039560175883928	24.54635736919839	58.22206688376778
2054	Ma	20.0	260.0	10.1111/j.1365-246X.2009.04346.x	12.4	20.4	43.4	99.64	3.0	5	0	Bushveld Complex	Igneous:Intrusive	Layered Intrusion	-23.986833333333333	Intrusives	Main Zone Northern Lobe	28.898833333333332	DE-BFL:DE-K:LP-DIR-AF:LP-DIR-T	g	i	MZN-26	15.428650000119243	9.598517775249174	36.89784028118367	52.105382921228475
2054	Ma	25.0	270.0	10.1111/j.1365-246X.2009.04346.x	4.8	32.3	66.3	367.53	4.0	8	0	Bushveld Complex	Igneous:Intrusive	Layered Intrusion	-23.983833333333333	Intrusives	Main Zone Northern Lobe	28.904166666666665	DE-BFL:DE-K:LP-DIR-AF:LP-DIR-T	g	i	MZN-27	7.878688311764887	6.466013491035486	11.77420136548156	50.01163715101759
