tab 	sites
age	age_sigma	age_unit	citations	description	dir_alpha95	dir_dec	dir_inc	dir_k	dir_n_samples	dir_n_total_samples	dir_tilt_correction	formation	geologic_classes	geologic_types	lat	lithologies	location	lon	method_codes	result_quality	result_type	site	vgp_dm	vgp_dp	vgp_lat	vgp_lon
179.2	1.8	Ma	10.1029/2011JB008210	Naude's Nek Section	6.5	154.8	62.6	201.3	4	4	0	Mafika Lisiu	Igneous:Extrusive	Lava Flow	-30.7814	Basalt	DG6	28.0066	DE-BFL:DE-K:LP-DIR-AF:LP-DIR-T	g	i	NN49	10.16571177347511	7.949361220105419	-66.17513198554747	77.35108445595496
184.8	2.6	Ma	10.1029/2011JB008210	Naude's Nek Section	1.7	160.7	53.9	1643.5	6	6	0	Moshesh's Ford	Igneous:Extrusive	Lava Flow	-30.781	Basalt	DG3	28.0069	DE-BFL:DE-K:LP-DIR-AF:LP-DIR-T	g	i	NN50	2.3796264864323566	1.665477122038354	-73.36421515888391	100.21221712434321
184.8	2.6	Ma	10.1029/2011JB008210	Naude's Nek Section	3.6	162.9	54.2	347.2	6	6	0	Moshesh's Ford	Igneous:Extrusive	Lava Flow	-30.781	Basalt	DG3	28.0069	DE-BFL:DE-K:LP-DIR-AF:LP-DIR-T	g	i	NN51	5.057738354308458	3.5528773973115024	-75.10767887752819	98.10164732617685
184.8	2.6	Ma	10.1029/2011JB008210	Naude's Nek Section	5.4	162.4	51.2	199.3	5	6	0	Moshesh's Ford	Igneous:Extrusive	Lava Flow	-30.7807	Basalt	DG3	28.007	DE-BFL:DE-K:LP-DIR-AF:LP-DIR-T	g	i	NN52	7.318213683302937	4.9589121772668845	-74.94273319165973	109.2690835115576
184.8	2.6	Ma	10.1029/2011JB008210	Naude's Nek Section	3.1	159.0	53.3	606.4	5	6	0	Moshesh's Ford	Igneous:Extrusive	Lava Flow	-30.7804	Basalt	DG3	28.007	DE-BFL:DE-K:LP-DIR-AF:LP-DIR-T	g	i	NN53	4.307771244570086	2.993047273474985	-72.02155943470457	102.63089953166678
184.8	2.6	Ma	10.1029/2011JB008210	Naude's Nek Section	5.9	152.4	52.9	273.2	4	5	0	Moshesh's Ford	Igneous:Extrusive	Lava Flow	-30.7802	Basalt	DG2	28.0069	DE-BFL:DE-K:LP-DIR-AF:LP-DIR-T	g	i	NN54	8.159147899490538	5.641669020827189	-66.54078350115151	104.1271876004595
184.8	2.6	Ma	10.1029/2011JB008210	Naude's Nek Section	3.4	151.3	51.1	379.8	6	6	0	Moshesh's Ford	Igneous:Extrusive	Lava Flow	-30.7802	Basalt	DG2	28.0067	DE-BFL:DE-K:LP-DIR-AF:LP-DIR-T	g	i	NN55	4.602361956151399	3.1149611140337843	-65.52287872386374	108.14358202175717
184.8	2.6	Ma	10.1029/2011JB008210	Naude's Nek Section	4.5	152.0	53.0	284.2	6	8	0	Moshesh's Ford	Igneous:Extrusive	Lava Flow	-30.7796	Basalt	DG2	28.0059	DE-BFL:DE-K:LP-DIR-AF:LP-DIR-T	g	i	NN56	6.230583767332672	4.313352675749933	-66.2088733902762	103.87146367588221
184.8	2.6	Ma	10.1029/2011JB008210	Naude's Nek Section	1.3	154.4	51.2	1758.3	8	8	0	Moshesh's Ford	Igneous:Extrusive	Lava Flow	-30.7788	Basalt	DG2	28.0044	DE-BFL:DE-K:LP-DIR-AF:LP-DIR-T	g	i	NN57	1.7617921830173737	1.193812190823509	-68.15524605396067	108.44165781117452
184.8	2.6	Ma	10.1029/2011JB008210	Naude's Nek Section	5.8	159.3	42.1	99.2	8	8	0	Unknown	Igneous:Extrusive	Lava Flow	-30.7813	Basalt	DG1	28.0007	DE-BFL:DE-K:LP-DIR-AF:LP-DIR-T	g	i	NN58	7.123694030696925	4.374742814050606	-70.57727111745292	132.37452018700688
184.8	2.6	Ma	10.1029/2011JB008210	Naude's Nek Section	4.7	157.3	43.3	377.1	4	6	0	Unknown	Igneous:Extrusive	Lava Flow	-30.7809	Basalt	DG1	28.0006	DE-BFL:DE-K:LP-DIR-AF:LP-DIR-T	g	i	NN59	5.842049335206943	3.630802173935307	-69.24535956360941	127.89507285290888
