tab 	sites
age	age_sigma	age_unit	citations	dir_alpha95	dir_dec	dir_inc	dir_k	dir_n_samples	dir_n_total_samples	dir_tilt_correction	geologic_classes	geologic_types	groups	lat	lithologies	location	lon	method_codes	result_quality	result_type	site	vgp_dm	vgp_dp	vgp_lat	vgp_lon
181.1	1.0	Ma	10.1002/2016JB013354	3.3	309.2	-54.1	405.5	6	7	0	Igneous:Extrusive	Lava Flow	DG-OM30	-28.8034	Basalt	Oxbow	28.6938	DE-BFL:DE-K:LP-DIR-AF:LP-DIR-T	g	i	OX18	4.630584101787089	3.248834715715656	46.846083461203946	277.48294679958775
181.1	1.0	Ma	10.1002/2016JB013354	3.7	336.8	-53.5	230.1	8	8	0	Igneous:Extrusive	Lava Flow	DG-OM29	-28.8022	Basalt	Oxbow	28.6922	DE-BFL:DE-K:LP-DIR-AF:LP-DIR-T	g	i	OX19	5.154020160391931	3.589719434287361	69.56998009403839	277.93726996464585
181.1	1.0	Ma	10.1002/2016JB013354	5.0	338.9	-56.1	124.8	8	8	0	Igneous:Extrusive	Lava Flow	DG-OM29	-28.8004	Basalt	Oxbow	28.6905	DE-BFL:DE-K:LP-DIR-AF:LP-DIR-T	g	i	OX20	7.192125322716155	5.172666665765496	70.64596142406532	269.32298457391505
181.1	1.0	Ma	10.1002/2016JB013354	3.2	343.5	-62.0	304.6	8	8	0	Igneous:Extrusive	Lava Flow	DG-OM28	-28.795	Basalt	Oxbow	28.6867	DE-BFL:DE-K:LP-DIR-AF:LP-DIR-T	g	i	OX21	4.965552995476703	3.852611961076195	70.40713772454689	246.78467915176927
181.1	1.0	Ma	10.1002/2016JB013354	4.4	347.1	-64.4	156.4	8	8	0	Igneous:Extrusive	Lava Flow	DG-OM28	-28.7922	Basalt	Oxbow	28.6836	DE-BFL:DE-K:LP-DIR-AF:LP-DIR-T	g	i	OX22	7.0454258656540985	5.640684730503154	69.84819668830514	235.32140038843244
181.1	1.0	Ma	10.1002/2016JB013354	2.6	341.6	-62.9	665.7	6	6	0	Igneous:Extrusive	Lava Flow	DG-OM28	-28.7913	Basalt	Oxbow	28.6833	DE-BFL:DE-K:LP-DIR-AF:LP-DIR-T	g	i	OX23	4.082277226456967	3.2048052603171513	68.65025928818963	247.00988641294416
181.1	1.0	Ma	10.1002/2016JB013354	3.5	329.3	-51.5	213.6	9	10	0	Igneous:Extrusive	Lava Flow	DG-OM26	-28.7887	Basalt	Oxbow	28.6824	DE-BFL:DE-K:LP-DIR-AF:LP-DIR-T	g	i	OX24	4.760062003288566	3.23688432502165	63.41720471738107	283.6817701991138
181.1	1.0	Ma	10.1002/2016JB013354	2.4	325.2	-50.1	520.1	8	8	0	Igneous:Extrusive	Lava Flow	DG-OM26	-28.7869	Basalt	Oxbow	28.6817	DE-BFL:DE-K:LP-DIR-AF:LP-DIR-T	g	i	OX25	3.211170834983629	2.148253777385304	59.86035847295087	285.97707623699006
181.1	1.0	Ma	10.1002/2016JB013354	2.0	334.2	-53.3	789.3	8	8	0	Igneous:Extrusive	Lava Flow	DG-OM26	-28.7864	Basalt	Oxbow	28.6813	DE-BFL:DE-K:LP-DIR-AF:LP-DIR-T	g	i	OX26	2.7792072545613458	1.9309982409516036	67.44923506721588	279.15364193819795
181.1	1.0	Ma	10.1002/2016JB013354	3.8	324.2	-67.0	218.1	8	8	0	Igneous:Extrusive	Lava Flow	DG-OM25	-28.7822	Basalt	Oxbow	28.6766	DE-BFL:DE-K:LP-DIR-AF:LP-DIR-T	g	i	OX27	6.294090409418285	5.212575537096212	55.80278627713907	251.0197328239908
181.1	1.0	Ma	10.1002/2016JB013354	2.9	330.7	-69.1	362.8	8	8	0	Igneous:Extrusive	Lava Flow	DG-OM25	-28.7767	Basalt	Oxbow	28.6736	DE-BFL:DE-K:LP-DIR-AF:LP-DIR-T	g	i	OX28	4.934096049230987	4.197466176385659	57.8355854346941	242.58901523276717
181.1	1.0	Ma	10.1002/2016JB013354	4.6	320.8	-70.1	212.3	6	6	0	Igneous:Extrusive	Lava Flow	DG-OM25	-28.7728	Basalt	Oxbow	28.669	DE-BFL:DE-K:LP-DIR-AF:LP-DIR-T	g	i	OX29	7.925221346299324	6.8270797160694014	52.02002418845447	245.7031782437454
181.1	1.0	Ma	10.1002/2016JB013354	3.5	325.2	-62.7	212.4	9	10	0	Igneous:Extrusive	Lava Flow	DG-OM23	-28.7723	Basalt	Oxbow	28.668	DE-BFL:DE-K:LP-DIR-AF:LP-DIR-T	g	i	OX30	5.481010611262164	4.2916396172526365	58.41630982427393	260.1727790534111
181.1	1.0	Ma	10.1002/2016JB013354	3.6	329.1	-60.8	240.0	8	8	0	Igneous:Extrusive	Lava Flow	DG-OM23	-28.77	Basalt	Oxbow	28.6655	DE-BFL:DE-K:LP-DIR-AF:LP-DIR-T	g	i	OX31	5.499515232488149	4.200648304495721	61.819137017859596	262.8032476160407
181.1	1.0	Ma	10.1002/2016JB013354	4.6	329.1	-34.5	147.4	8	8	0	Igneous:Extrusive	Lava Flow	DG-OM22	-28.7671	Basalt	Oxbow	28.6605	DE-BFL:DE-K:LP-DIR-AF:LP-DIR-T	g	i	OX32	5.278687739178309	3.028754809538198	60.19668947207147	310.93328750817494
181.1	1.0	Ma	10.1002/2016JB013354	5.6	333.3	-35.1	187.6	5	8	0	Igneous:Extrusive	Lava Flow	DG-OM22	-28.7663	Basalt	Oxbow	28.6595	DE-BFL:DE-K:LP-DIR-AF:LP-DIR-T	g	i	OX33	6.457603731313244	3.723271959881316	63.9454085943125	313.83673247787544
181.1	1.0	Ma	10.1002/2016JB013354	3.8	328.3	-34.3	214.6	8	8	0	Igneous:Extrusive	Lava Flow	DG-OM22	-28.7654	Basalt	Oxbow	28.6574	DE-BFL:DE-K:LP-DIR-AF:LP-DIR-T	g	i	OX34	4.353663962547987	2.4939986708932937	59.45564329782527	310.5270894587933
181.1	1.0	Ma	10.1002/2016JB013354	3.2	327.3	-37.4	309.1	8	8	0	Igneous:Extrusive	Lava Flow	DG-OM22	-28.7642	Basalt	Oxbow	28.654	DE-BFL:DE-K:LP-DIR-AF:LP-DIR-T	g	i	OX35	3.7625688762270015	2.2120194606800183	59.414527836528364	306.01922203446765
181.1	1.0	Ma	10.1002/2016JB013354	5.3	310.5	-46.8	111.3	8	8	0	Igneous:Extrusive	Lava Flow	DG-OM21	-28.7636	Basalt	Oxbow	28.652	DE-BFL:DE-K:LP-DIR-AF:LP-DIR-T	g	i	OX36	6.833997591972995	4.405992744065349	46.775285860083386	287.18600480966336
181.1	1.0	Ma	10.1002/2016JB013354	4.4	343.2	-57.7	161.9	8	8	0	Igneous:Extrusive	Lava Flow	DG-OM19	-28.7632	Basalt	Oxbow	28.6505	DE-BFL:DE-K:LP-DIR-AF:LP-DIR-T	g	i	OX37	6.458383276369435	4.7398539255100465	73.08050897825635	259.8151408628402
181.1	1.0	Ma	10.1002/2016JB013354	3.2	312.8	-57.3	297.0	8	8	0	Igneous:Extrusive	Lava Flow	OM20	-28.7692	Basalt	Oxbow	28.6414	DE-BFL:DE-K:LP-DIR-AF:LP-DIR-T	g	i	OX39	4.673177909134946	3.412279964129197	49.96096842618199	272.7785512291292
181.1	1.0	Ma	10.1002/2016JB013354	9.4	318.0	-22.3	44.2	7	8	0	Igneous:Extrusive	Lava Flow	OM27	-28.7555	Basalt	Moteng Pass	28.6012	DE-BFL:DE-K:LP-DIR-AF:LP-DIR-T	g	i	MP53	9.95274893206366	5.269000601313528	47.29537982392787	313.476288835561
181.1	1.0	Ma	10.1002/2016JB013354	3.4	331.6	-53.7	261.5	8	8	0	Igneous:Extrusive	Lava Flow	DG-OM26	-28.7556	Basalt	Moteng Pass	28.5992	DE-BFL:DE-K:LP-DIR-AF:LP-DIR-T	g	i	MP52	4.747660208677372	3.3147466848615386	65.25743936794022	278.55263219155756
181.1	1.0	Ma	10.1002/2016JB013354	5.4	327.5	-52.7	105.6	8	8	0	Igneous:Extrusive	Lava Flow	DG-OM26	-28.7554	Basalt	Moteng Pass	28.5965	DE-BFL:DE-K:LP-DIR-AF:LP-DIR-T	g	i	MP51	7.44975387018317	5.138780807991582	61.89727767480815	281.0709927794494
181.1	1.0	Ma	10.1002/2016JB013354	4.5	334.1	-70.3	161.9	8	8	0	Igneous:Extrusive	Lava Flow	DG-OM25	-28.7565	Basalt	Moteng Pass	28.5942	DE-BFL:DE-K:LP-DIR-AF:LP-DIR-T	g	i	MP50	7.772207243137243	6.711911714474999	58.242896174460874	237.4882730921262
181.1	1.0	Ma	10.1002/2016JB013354	3.7	333.8	-73.3	228.0	8	8	0	Igneous:Extrusive	Lava Flow	DG-OM25	-28.7563	Basalt	Moteng Pass	28.5933	DE-BFL:DE-K:LP-DIR-AF:LP-DIR-T	g	i	MP49	6.624784011355478	5.93077881042043	54.80945793054387	231.80770711683994
181.1	1.0	Ma	10.1002/2016JB013354	1.9	322.6	-70.9	880.0	8	8	0	Igneous:Extrusive	Lava Flow	DG-OM25	-28.7557	Basalt	Moteng Pass	28.5925	DE-BFL:DE-K:LP-DIR-AF:LP-DIR-T	g	i	MP48	3.30595474785017	2.876141261798177	52.37399215204832	243.09438617180388
181.1	1.0	Ma	10.1002/2016JB013354	4.7	336.4	-68.5	141.2	8	8	0	Igneous:Extrusive	Lava Flow	DG-OM25	-28.755	Basalt	Moteng Pass	28.5925	DE-BFL:DE-K:LP-DIR-AF:LP-DIR-T	g	i	MP47	7.9360381492493195	6.700074628334097	61.049572924521044	239.37843679638584
181.1	1.0	Ma	10.1002/2016JB013354	3.1	331.3	-66.8	317.1	8	8	0	Igneous:Extrusive	Lava Flow	DG-OM25	-28.7542	Basalt	Moteng Pass	28.5924	DE-BFL:DE-K:LP-DIR-AF:LP-DIR-T	g	i	MP46	5.1213953740328675	4.230433964058912	59.96291754818594	247.2287511390308
181.1	1.0	Ma	10.1002/2016JB013354	3.5	333.3	-55.2	257.1	8	8	0	Igneous:Extrusive	Lava Flow	DG-OM24	-28.7525	Basalt	Moteng Pass	28.5918	DE-BFL:DE-K:LP-DIR-AF:LP-DIR-T	g	i	MP45	4.978277676884095	3.5404640897375024	66.44912934515042	274.49379094447
181.1	1.0	Ma	10.1002/2016JB013354	3.6	331.5	-56.3	233.9	8	8	0	Igneous:Extrusive	Lava Flow	DG-OM24	-28.753	Basalt	Moteng Pass	28.5916	DE-BFL:DE-K:LP-DIR-AF:LP-DIR-T	g	i	MP44	5.191345871704864	3.7430655499537657	64.82369043731093	272.41610601746817
181.1	1.0	Ma	10.1002/2016JB013354	4.2	334.8	-33.0	178.1	8	8	0	Igneous:Extrusive	Lava Flow	DG-OM22	-28.7548	Basalt	Moteng Pass	28.5902	DE-BFL:DE-K:LP-DIR-AF:LP-DIR-T	g	i	MP43	4.763122629204654	2.7008734739096973	64.56060124578157	318.07086648289715
181.1	1.0	Ma	10.1002/2016JB013354	4.6	329.8	-34.5	148.0	8	8	0	Igneous:Extrusive	Lava Flow	DG-OM22	-28.7548	Basalt	Moteng Pass	28.5886	DE-BFL:DE-K:LP-DIR-AF:LP-DIR-T	g	i	MP42	5.278687739178309	3.028754809538198	60.798348347523984	311.4126072831407
181.1	1.0	Ma	10.1002/2016JB013354	2.3	332.5	-33.9	600.0	8	8	0	Igneous:Extrusive	Lava Flow	DG-OM22	-28.7533	Basalt	Moteng Pass	28.5875	DE-BFL:DE-K:LP-DIR-AF:LP-DIR-T	g	i	MP41	2.626744629963377	1.49995377196553	62.91764014064002	314.5558608190218
181.1	1.0	Ma	10.1002/2016JB013354	3.9	315.7	-50.6	197.8	8	8	0	Igneous:Extrusive	Lava Flow	DG-OM21	-28.7537	Basalt	Moteng Pass	28.5873	DE-BFL:DE-K:LP-DIR-AF:LP-DIR-T	g	i	MP40	5.248452885868031	3.531571499381596	51.820800921321435	283.4165273627566
181.1	1.0	Ma	10.1002/2016JB013354	5.5	337.0	-55.6	104.0	8	8	0	Igneous:Extrusive	Lava Flow	DG-OM19	-28.7556	Basalt	Moteng Pass	28.5882	DE-BFL:DE-K:LP-DIR-AF:LP-DIR-T	g	i	MP39	7.862031783440043	5.619231251256492	69.29732331677087	271.79107787850654
181.1	1.0	Ma	10.1002/2016JB013354	2.8	343.4	-47.9	398.8	8	8	0	Igneous:Extrusive	Lava Flow	DG-OM18	-28.7563	Basalt	Moteng Pass	28.5882	DE-BFL:DE-K:LP-DIR-AF:LP-DIR-T	g	i	MP38	3.654269329924232	2.3845864885044463	75.47184962181	293.76979992633153
181.1	1.0	Ma	10.1002/2016JB013354	3.2	339.8	-49.2	297.5	8	8	0	Igneous:Extrusive	Lava Flow	DG-OM18	-28.7564	Basalt	Moteng Pass	28.5874	DE-BFL:DE-K:LP-DIR-AF:LP-DIR-T	g	i	MP37	4.237690042604565	2.8059401401859194	72.37782995948234	289.3235242281606
181.1	1.0	Ma	10.1002/2016JB013354	4.0	329.8	-60.5	231.5	7	8	0	Igneous:Extrusive	Lava Flow	OM17	-28.7576	Basalt	Moteng Pass	28.5869	DE-BFL:DE-K:LP-DIR-AF:LP-DIR-T	g	i	MP35	6.0867874728374725	4.631122717436397	62.41620470909181	263.07628422816504
181.1	1.0	Ma	10.1002/2016JB013354	4.9	344.2	-56.3	126.4	8	8	0	Igneous:Extrusive	Lava Flow	OM16	-28.7583	Basalt	Moteng Pass	28.5871	DE-BFL:DE-K:LP-DIR-AF:LP-DIR-T	g	i	MP34	7.065998547598288	5.094728109659293	74.47622173471133	263.07426405011387
181.1	1.0	Ma	10.1002/2016JB013354	3.9	329.8	-52.3	197.8	8	8	0	Igneous:Extrusive	Lava Flow	DG-OM15	-28.7594	Basalt	Moteng Pass	28.5872	DE-BFL:DE-K:LP-DIR-AF:LP-DIR-T	g	i	MP33	5.354668130350554	3.675957793101522	63.82997614098365	281.84740723859306
181.1	1.0	Ma	10.1002/2016JB013354	3.0	328.6	-51.9	335.5	8	8	0	Igneous:Extrusive	Lava Flow	DG-OM15	-28.7598	Basalt	Moteng Pass	28.5875	DE-BFL:DE-K:LP-DIR-AF:LP-DIR-T	g	i	MP36	4.099409108939011	2.8008591737420225	62.82224225496314	282.6953085976058
181.1	1.0	Ma	10.1002/2016JB013354	2.9	338.9	-51.1	362.7	8	8	0	Igneous:Extrusive	Lava Flow	DG-OM14	-28.7633	Basalt	Moteng Pass	28.5843	DE-BFL:DE-K:LP-DIR-AF:LP-DIR-T	g	i	MP32	3.925544021423252	2.65687859726411	71.5590375394258	283.9100542485111
181.1	1.0	Ma	10.1002/2016JB013354	4.7	341.4	-53.9	200.7	6	8	0	Igneous:Extrusive	Lava Flow	DG-OM14	-28.7648	Basalt	Moteng Pass	28.5832	DE-BFL:DE-K:LP-DIR-AF:LP-DIR-T	g	i	MP31	6.578967344842399	4.604554396223684	73.20426994389695	274.1394026799311
181.1	1.0	Ma	10.1002/2016JB013354	4.1	346.6	-48.4	216.6	7	8	0	Igneous:Extrusive	Lava Flow	DG-OM14	-28.7642	Basalt	Moteng Pass	28.5823	DE-BFL:DE-K:LP-DIR-AF:LP-DIR-T	g	i	MP30	5.380788199573211	3.530839225447114	78.27855897331432	292.2865566675111
181.1	1.0	Ma	10.1002/2016JB013354	1.6	350.4	-53.4	1152.8	8	8	0	Igneous:Extrusive	Lava Flow	DG-OM14	-28.764	Basalt	Moteng Pass	28.5813	DE-BFL:DE-K:LP-DIR-AF:LP-DIR-T	g	i	MP29	2.2260621502200997	1.5485477177007922	80.3065172726495	263.82623958186934
181.1	1.0	Ma	10.1002/2016JB013354	2.5	348.5	-53.5	483.4	8	8	0	Igneous:Extrusive	Lava Flow	DG-OM14	-28.7641	Basalt	Moteng Pass	28.5805	DE-BFL:DE-K:LP-DIR-AF:LP-DIR-T	g	i	MP28	3.482446054318872	2.425486104248216	78.86363423582408	267.3703230924662
181.1	1.0	Ma	10.1002/2016JB013354	3.3	354.5	-71.8	276.4	8	8	0	Igneous:Extrusive	Lava Flow	DG-OM13	-28.7638	Basalt	Moteng Pass	28.5806	DE-BFL:DE-K:LP-DIR-AF:LP-DIR-T	g	i	MP27	5.804995632826323	5.105753681383734	61.82115817884742	214.98323892433214
181.1	1.0	Ma	10.1002/2016JB013354	8.5	347.3	-75.0	51.3	7	8	0	Igneous:Extrusive	Lava Flow	DG-OM13	-28.7637	Basalt	Moteng Pass	28.5808	DE-BFL:DE-K:LP-DIR-AF:LP-DIR-T	g	i	MP26	15.512589761377013	14.155320064987002	55.90091466000411	219.25524760560623
181.1	1.0	Ma	10.1002/2016JB013354	7.5	4.2	-60.9	66.3	7	8	0	Igneous:Extrusive	Lava Flow	OM12	-28.7636	Basalt	Moteng Pass	28.5816	DE-BFL:DE-K:LP-DIR-AF:LP-DIR-T	g	i	MP25	11.47224159095288	8.774155141412603	76.39614007073642	195.1880923588547
181.1	1.0	Ma	10.1002/2016JB013354	4.0	68.2	-68.3	189.5	8	8	0	Igneous:Extrusive	Lava Flow	OM11	-28.7644	Basalt	Moteng Pass	28.5768	DE-BFL:DE-K:LP-DIR-AF:LP-DIR-T	g	i	MP24	6.736885714635817	5.67320364150802	35.39717090123783	163.3977560505865
181.1	1.0	Ma	10.1002/2016JB013354	3.7	86.2	-70.9	274.2	7	8	0	Igneous:Extrusive	Lava Flow	OM10	-28.7647	Basalt	Moteng Pass	28.5749	DE-BFL:DE-K:LP-DIR-AF:LP-DIR-T	g	i	MP23	6.4379118773924375	5.600906667712241	25.383820183569533	169.6127470085598
181.1	1.0	Ma	10.1002/2016JB013354	2.2	64.3	-69.0	612.7	8	8	0	Igneous:Extrusive	Lava Flow	OM9	-28.7647	Basalt	Moteng Pass	28.5741	DE-BFL:DE-K:LP-DIR-AF:LP-DIR-T	g	i	MP22	3.7383801456085117	3.1762468438817977	37.8207721485099	164.57531523581213
181.1	1.0	Ma	10.1002/2016JB013354	3.6	94.9	-72.8	234.3	8	8	0	Igneous:Extrusive	Lava Flow	DG-OM8	-28.7647	Basalt	Moteng Pass	28.5727	DE-BFL:DE-K:LP-DIR-AF:LP-DIR-T	g	i	MP21	6.4083479922908655	5.703739443096993	21.699257366871873	174.20758198976446
181.1	1.0	Ma	10.1002/2016JB013354	7.4	97.9	-76.6	83.3	6	8	0	Igneous:Extrusive	Lava Flow	DG-OM8	-28.7653	Basalt	Moteng Pass	28.5701	DE-BFL:DE-K:LP-DIR-AF:LP-DIR-T	g	i	MP20	13.7348184940493	12.74629993678911	22.495194825123907	181.10923983728435
181.1	1.0	Ma	10.1002/2016JB013354	5.9	38.8	-63.1	104.0	7	8	0	Igneous:Extrusive	Lava Flow	OM7	-28.7662	Basalt	Moteng Pass	28.5694	DE-BFL:DE-K:LP-DIR-AF:LP-DIR-T	g	i	MP19	9.287908584922564	7.310614057786291	55.52467819623843	156.53104337388314
181.1	1.0	Ma	10.1002/2016JB013354	7.1	6.4	-40.0	89.4	6	8	0	Igneous:Extrusive	Lava Flow	OM6	-28.7657	Basalt	Moteng Pass	28.5687	DE-BFL:DE-K:LP-DIR-AF:LP-DIR-T	g	i	MP18	8.5466643860044	5.144047332887039	81.67976841646484	73.83055259745548
181.1	1.0	Ma	10.1002/2016JB013354	7.8	114.7	17.2	77.4	6	7	0	Igneous:Extrusive	Lava Flow	DG-OM5	-28.7656	Basalt	Moteng Pass	28.5677	DE-BFL:DE-K:LP-DIR-AF:LP-DIR-T	g	i	MP17	8.069081585871269	4.1737229256055635	-25.823243335898052	122.68593127612387
181.1	1.0	Ma	10.1002/2016JB013354	5.9	121.5	19.2	88.6	8	8	0	Igneous:Extrusive	Lava Flow	DG-OM5	-28.7657	Basalt	Moteng Pass	28.5668	DE-BFL:DE-K:LP-DIR-AF:LP-DIR-T	g	i	MP16	6.154905929000015	3.2104124571897925	-32.26117655240076	125.17716395945796
181.1	1.0	Ma	10.1002/2016JB013354	8.2	116.1	25.0	50.3	8	8	0	Igneous:Extrusive	Lava Flow	DG-OM5	-28.7655	Basalt	Moteng Pass	28.5659	DE-BFL:DE-K:LP-DIR-AF:LP-DIR-T	g	i	MP15	8.811371951713744	4.73416315069803	-29.002316305098958	119.03344716470738
181.1	1.0	Ma	10.1002/2016JB013354	10.9	138.4	18.4	32.3	7	8	0	Igneous:Extrusive	Lava Flow	<NA>	-28.7641	Basalt	Moteng Pass	28.5617	DE-BFL:DE-K:LP-DIR-AF:LP-DIR-T	b	i	MP14	11.331600543928795	5.890145453539783	-46.51840609674979	136.43020898808612
181.1	1.0	Ma	10.1002/2016JB013354	4.3	135.7	23.2	198.3	7	8	0	Igneous:Extrusive	Lava Flow	OM4	-28.7615	Basalt	Moteng Pass	28.5534	DE-BFL:DE-K:LP-DIR-AF:LP-DIR-T	g	i	MP13	4.574449114070506	2.433207522932609	-45.58535918474191	131.1838445767685
181.1	1.0	Ma	10.1002/2016JB013354	15.0	120.2	16.1	23.8	6	8	0	Igneous:Extrusive	Lava Flow	<NA>	-28.762	Basalt	Moteng Pass	28.5531	DE-BFL:DE-K:LP-DIR-AF:LP-DIR-T	b	i	MG06	15.452241713238074	7.95905913214449	-30.342531434036307	126.166639517087
181.1	1.0	Ma	10.1002/2016JB013354	6.3	169.5	71.5	79.0	8	8	0	Igneous:Extrusive	Lava Flow	DG-OM3	-28.7588	Basalt	Moteng Pass	28.5312	DE-BFL:DE-K:LP-DIR-AF:LP-DIR-T	g	i	MP10	11.0422419457136	9.677071999021974	-61.55084884216571	40.81488306571657
181.1	1.0	Ma	10.1002/2016JB013354	1.9	182.0	52.3	819.7	8	8	0	Igneous:Extrusive	Lava Flow	DG-OM2	-28.7645	Basalt	Moteng Pass	28.5105	DE-BFL:DE-K:LP-DIR-AF:LP-DIR-T	g	i	MG04	2.6086844737605253	1.7908512325366392	-85.5225715122145	6.464422546556062
181.1	1.0	Ma	10.1002/2016JB013354	3.7	182.2	54.3	223.6	8	8	0	Igneous:Extrusive	Lava Flow	DG-OM2	-28.7645	Basalt	Moteng Pass	28.5105	DE-BFL:DE-K:LP-DIR-AF:LP-DIR-T	g	i	MP09	5.2046111833173345	3.660537509393497	-83.65234157775753	11.951477801005387
